"noun_no","dictionary_stem","stem","gender","noun_type","japanese_translation","english_translation","deponent_singular","deponent_plural","location_name"
"3142","λύχνος","λύχν","Masculine","2","ランプ","lamp","0","0","0"
"3143","λῆρος","λῆρ","Masculine","2","土地","land","0","0","0"
"3144","λῶρος","λῶρ","Masculine","2","ロープ","rope","0","0","0"
"3145","μάγδωλος","μάγδωλ","Masculine","2","マグダレン","Magdalene","0","0","0"
"3146","μάγειρος","μάγειρ","Masculine","2","料理","cook","0","0","0"
"3147","μάγος","μάγ","Masculine","2","マジシャン","magician","0","0","0"
"3148","μάνδαλος","μάνδαλ","Masculine","2","ラッチ","latch","0","0","0"
"3149","μάννος","μάνν","Masculine","2","マンノス","mannos","0","0","0"
"3150","μάρδος","μάρδ","Masculine","2","マルド","mardo","0","0","0"
"3151","μάρμαρος","μάρμαρ","Masculine","2","大理石","marble","0","0","0"
"3152","μάρσιππος","μάρσιππ","Masculine","2","ポーチ","pouch","0","0","0"
"3153","μάρτυρος","μάρτυρ","Masculine","2","目撃者","witness","0","0","0"
"3154","μάτρυλλος","μάτρυλλ","Masculine","2","マトリロ","matrillo","0","0","0"
"3155","μάχιμος","μάχιμ","Masculine","2","戦闘員","combatant","0","0","0"
"3156","μέδιμνος","μέδιμν","Masculine","2","中くらい","medium","0","0","0"
"3157","μέρμνος","μέρμν","Masculine","2","勤勉な","industrious","0","0","0"
"3158","μέσκος","μέσκ","Masculine","2","真ん中","middle","0","0","0"
"3159","μέτοικος","μέτοικ","Masculine","2","ルームメイト","roommate","0","0","0"
"3160","μέτοχος","μέτοχ","Masculine","2","株主","shareholder","0","0","0"
"3161","μήτρως","μήτρ","Masculine","2a","子宮","uterus","0","0","0"
"3162","μίνθος","μίνθ","Masculine","2","ミント","mint","0","0","0"
"3163","μίσχος","μίσχ","Masculine","2","幹","stem","0","0","0"
"3164","μίτος","μίτ","Masculine","2","ミトス","mitos","0","0","0"
"3165","μαζός","μαζ","Masculine","2","一緒","together","0","0","0"
"3166","μαθηματικός","μαθηματικ","Masculine","2","数学的","mathematical","0","0","0"
"3167","μαλακός","μαλακ","Masculine","2","可鍛性","malleable","0","0","0"
"3168","μαλλός","μαλλ","Masculine","2","羊毛","wool","0","0","0"
"3169","μανάσιος","μανάσι","Masculine","2","マナシウス","Manasius","0","0","0"
"3170","μαρίσκος","μαρίσκ","Masculine","2","貝","shellfish","0","0","0"
"3171","μαρασμός","μαρασμ","Masculine","2","しおれた","wilting","0","0","0"
"3172","μαρμαρουργός","μαρμαρουργ","Masculine","2","マーブルメイソン","marble mason","0","0","0"
"3173","μαρῖνος","μαρῖν","Masculine","2","マリン","marine","0","0","0"
"3174","μασγίδιον","μασγίδι","Masculine","2on","マジディオン","masgidion","0","0","0"
"3175","μαστιγοφόρος","μαστιγοφόρ","Masculine","2","むち打ち症","whiplash","0","0","0"
"3176","μαστροπός","μαστροπ","Masculine","2","ヒモ","pimp","0","0","0"
"3177","μαστός","μαστ","Masculine","2","胸","breast","0","0","0"
"3178","μεθοδικοί","μεθοδικ","Masculine","2","几帳面な","methodical","1","0","0"
"3179","μελάνουρος","μελάνουρ","Masculine","2","浅黒い肌","dark-skinned","0","0","0"
"3180","μελαγκόρυφος","μελαγκόρυφ","Masculine","2","暗い","dark-headed","0","0","0"
"3181","μελισσουργός","μελισσουργ","Masculine","2","養蜂家","beekeeper","0","0","0"
"3182","μερισμός","μερισμ","Masculine","2","配当","dividend","0","0","0"
"3183","μερμνάδαι","μερμνάδ","Masculine","1es","メルナダイ","mernadai","1","0","0"
"3184","μεσόλαβος","μεσόλαβ","Masculine","2","仲介者","intermediary","0","0","0"
"3185","μετάβολος","μετάβολ","Masculine","2","代謝","Metabolism","0","0","0"
"3186","μεταλλουργός","μεταλλουργ","Masculine","2","冶金学者","metallurgist","0","0","0"
"3187","μεταπλασμός","μεταπλασμ","Masculine","2","変態","metamorphosis","0","0","0"
"3188","μηλάτης","μηλάτ","Masculine","1es","アップルサイダー","apple cider","0","0","0"
"3189","μηνάνθος","μηνάνθ","Masculine","2","メナント","Menantho","0","0","0"
"3190","μηνίσκος","μηνίσκ","Masculine","2","メニスカス","meniscus","0","0","0"
"3191","μηρός","μηρ","Masculine","2","大腿","thigh","0","0","0"
"3192","μιλφός","μιλφ","Masculine","2","熟女","milf","0","0","0"
"3193","μισθοφόρος","μισθοφόρ","Masculine","2","傭兵","mercenary","0","0","0"
"3194","μισθωτός","μισθωτ","Masculine","2","従業員","employee","0","0","0"
"3195","μισθός","μισθ","Masculine","2","給料","salary","0","0","0"
"3196","μνόος","μνό","Masculine","2","ヌース","mnoos","0","0","0"
"3197","μοιχός","μοιχ","Masculine","2","姦通者","adulterer","0","0","0"
"3198","μολγός","μολγ","Masculine","2","モルゴ","molgo","0","0","0"
"3199","μολοβρός","μολοβρ","Masculine","2","梅","plum","0","0","0"
"3200","μοναχός","μοναχ","Masculine","2","孤独な","solitary","0","0","0"
"3201","μορμύρος","μορμύρ","Masculine","2","不平を言う","grumbling","0","0","0"
"3202","μοχλός","μοχλ","Masculine","2","レバー","lever","0","0","0"
"3203","μοῖτος","μοῖτ","Masculine","2","お気に入り","like","0","0","0"
"3204","μοῦστος","μοῦστ","Masculine","2","しなければならない","must","0","0","0"
"3205","μυάκανθος","μυάκανθ","Masculine","2","ミャカンス","Myacanth","0","0","0"
"3206","μυελός","μυελ","Masculine","2","骨髄","marrow","0","0","0"
"3207","μυξῖνος","μυξῖν","Masculine","2","ミキシノス","Myxinos","0","0","0"
"3208","μυχμός","μυχμ","Masculine","2","型","mold","0","0","0"
"3209","μυχός","μυχ","Masculine","2","鼻","nose","0","0","0"
"3210","μόδιος","μόδι","Masculine","2","そのように","just like that","0","0","0"
"3211","μόθος","μόθ","Masculine","2","モトス","mothos","0","0","0"
"3212","μόλουρος","μόλουρ","Masculine","2","軟体動物","molurus","0","0","0"
"3213","μόλυβδος","μόλυβδ","Masculine","2","リード","lead","0","0","0"
"3214","μόναπος","μόναπ","Masculine","2","1人","alone","0","0","0"
"3215","μόναρχος","μόναρχ","Masculine","2","君主","monarch","0","0","0"
"3216","μόναυλος","μόναυλ","Masculine","2","独身","single","0","0","0"
"3217","μόργος","μόργ","Masculine","2","遺体安置所","morgue","0","0","0"
"3218","μόρος","μόρ","Masculine","2","モロス","moros","0","0","0"
"3219","μόροχθος","μόροχθ","Masculine","2","苦労する","toil","0","0","0"
"3220","μόρφνος","μόρφν","Masculine","2","ハンサム","handsome","0","0","0"
"3221","μόσχος","μόσχ","Masculine","2","ムスク","musk","0","0","0"
"3222","μόχθος","μόχθ","Masculine","2","労働","labor","0","0","0"
"3223","μύδρος","μύδρ","Masculine","2","破片","shrapnel","0","0","0"
"3224","μύκλος","μύκλ","Masculine","2","ミクロス","myklos","0","0","0"
"3225","μύλλος","μύλλ","Masculine","2","工場","mill","0","0","0"
"3226","μύλοικος","μύλοικ","Masculine","2","ミラー","miller","0","0","0"
"3227","μύρσος","μύρσ","Masculine","2","悪臭","stench","0","0","0"
"3228","μῖμος","μῖμ","Masculine","2","マイム","mime","0","0","0"
"3229","μῦθος","μῦθ","Masculine","2","神話","myth","0","0","0"
"3230","μῶλος","μῶλ","Masculine","2","モル","mole","0","0","0"
"3231","μῶμος","μῶμ","Masculine","2","モモス","mómos","0","0","0"
"3232","νάρκισσος","νάρκισσ","Masculine","2","水仙","Narcissus","0","0","0"
"3233","νέννος","νένν","Masculine","2","ねんの","nennos","0","0","0"
"3234","νέπετος","νέπετ","Masculine","2","甥","Nephew","0","0","0"
"3235","νήπιος","νήπι","Masculine","2","幼児","toddler","0","0","0"
"3236","ναζειραῖος","ναζειραῖ","Masculine","2","ナザレ人","Nazarene","0","0","0"
"3237","ναζιραῖος","ναζιραῖ","Masculine","2","ナジル石","Nazirite","0","0","0"
"3238","ναυπηγός","ναυπηγ","Masculine","2","造船技師","naval architect","0","0","0"
"3239","ναυτίλος","ναυτίλ","Masculine","2","オウムガイ","nautilus","0","0","0"
"3240","ναός","να","Masculine","2","寺","temple","0","0","0"
"3241","ναύαρχος","ναύαρχ","Masculine","2","提督","admiral","0","0","0"
"3242","ναύκληρος","ναύκληρ","Masculine","2","ボースン","boatswain","0","0","0"
"3243","ναϝός","ναϝ","Masculine","2","教会","church","0","0","0"
"3244","ναῦλος","ναῦλ","Masculine","2","運賃","fare","0","0","0"
"3245","νεανίσκος","νεανίσκ","Masculine","2","若者","youngster","0","0","0"
"3246","νεβρός","νεβρ","Masculine","2","神経","nerve","0","0","0"
"3247","νεκράγγελος","νεκράγγελ","Masculine","2","死の天使","angel of death","0","0","0"
"3248","νεκραγωγός","νεκραγωγ","Masculine","2","葬儀屋","undertaker","0","0","0"
"3249","νεκρός","νεκρ","Masculine","2","死","dead","0","0","0"
"3250","νεκυϊσμός","νεκυϊσμ","Masculine","2","ニーシズム","Necyism","0","0","0"
"3251","νεκύδαλλος","νεκύδαλλ","Masculine","2","ネキダロス","nekydallos","0","0","0"
"3252","νεκύδαλος","νεκύδαλ","Masculine","2","ネキダルス","Nekydalus","0","0","0"
"3253","νεοσσός","νεοσσ","Masculine","2","ひよこ","chick","0","0","0"
"3254","νευρορράφος","νευρορράφ","Masculine","2","神経外科医","neurosurgeon","0","0","0"
"3255","νεφρός","νεφρ","Masculine","2","腎臓","kidney","0","0","0"
"3256","νεώς","νε","Masculine","2a","新着","new","0","0","0"
"3257","νηττοφόνος","νηττοφόν","Masculine","2","イーグルの種類","kind of eagle","0","0","0"
"3258","νηός","νη","Masculine","2","小島","island","0","0","0"
"3259","νομός","νομ","Masculine","2","法","law","0","0","0"
"3260","νουμήνιος","νουμήνι","Masculine","2","カーリュー","curlew","0","0","0"
"3261","νοῦθος","νοῦθ","Masculine","2","ムード","mood","0","0","0"
"3262","νοῦμμος","νοῦμμ","Masculine","2","ヌモス","Nummos","0","0","0"
"3263","νοῦς","ν","Masculine","2u","マインド","mind","0","0","0"
"3264","νυγμός","νυγμ","Masculine","2","眠い夜","sleepy night","0","0","0"
"3265","νυκτερινός","νυκτεριν","Masculine","2","夜行性","nocturnal","0","0","0"
"3266","νυμφίος","νυμφί","Masculine","2","花婿","bridegroom","0","0","0"
"3267","νυσταγμός","νυσταγμ","Masculine","2","眼振","nystagmus","0","0","0"
"3268","νόθος","νόθ","Masculine","2","違法な","illegitimate","0","0","0"
"3269","νόμος","νόμ","Masculine","2","法","law","0","0","0"
"3270","νόννος","νόνν","Masculine","2","ゴッドファーザー","godfather","0","0","0"
"3271","νόος","νό","Masculine","2","検出","sense","0","0","0"
"3272","νόστος","νόστ","Masculine","2","ノストス","nostos","0","0","0"
"3273","νότος","νότ","Masculine","2","南","south","0","0","0"
"3274","νᾶνος","νᾶν","Masculine","2","小人","dwarf","0","0","0"
"3275","ξάνδαρος","ξάνδαρ","Masculine","2","ザンダロ","xandaro","0","0","0"
"3276","ξέννος","ξένν","Masculine","2","知らない人","stranger","0","0","0"
"3277","ξένος","ξέν","Masculine","2","外国","foreign","0","0","0"
"3278","ξεῖνος","ξεῖν","Masculine","2","知らない人","stranger","0","0","0"
"3279","ξηνός","ξην","Masculine","2","外国人","a foreigner","0","0","0"
"3280","ξυλοκόπος","ξυλοκόπ","Masculine","2","木こり","woodcutter","0","0","0"
"3281","ξυστός","ξυστ","Masculine","2","チクチクする","scratchy","0","0","0"
"3282","ξύμβουλος","ξύμβουλ","Masculine","2","顧問、補佐官","adviser, counselor","0","0","0"
"3283","οἰκίσκος","οἰκίσκ","Masculine","2","家","house","0","0","0"
"3284","οἰκοδόμος","οἰκοδόμ","Masculine","2","ビルダー","builder","0","0","0"
"3285","οἰκονόμος","οἰκονόμ","Masculine","2","お手伝いさん","housekeeper","0","0","0"
"3286","οἰκοτύραννος","οἰκοτύρανν","Masculine","2","家庭の暴君","household tyrant","0","0","0"
"3287","οἰνοχόος","οἰνοχό","Masculine","2","酌取り","cupbearer","0","0","0"
"3288","οἰσοφάγος","οἰσοφάγ","Masculine","2","食道","esophagus","0","0","0"
"3289","οἰωνοσκόπος","οἰωνοσκόπ","Masculine","2","オエノスコープ","oenoscope","0","0","0"
"3290","οἰωνός","οἰων","Masculine","2","前兆","omen","0","0","0"
"3291","οἶκος","οἶκ","Masculine","2","家","house","0","0","0"
"3292","οἶκτος","οἶκτ","Masculine","2","残念","pity","0","0","0"
"3293","οἶμος","οἶμ","Masculine","2","村","village","0","0","0"
"3294","οἶνος","οἶν","Masculine","2","ワイン","wine","0","0","0"
"3295","οἶσος","οἶσ","Masculine","2","誰","who","0","0","0"
"3296","οἶστρος","οἶστρ","Masculine","2","発情期","oestrus","0","0","0"
"3297","οἶτος","οἶτ","Masculine","2","これ","this","0","0","0"
"3298","οὐδός","οὐδ","Masculine","2","無し","none","0","0","0"
"3299","οὐλαμός","οὐλαμ","Masculine","2","分隊","squad","0","0","0"
"3300","οὐρίαχος","οὐρίαχ","Masculine","2","すばらしい","amazing","0","0","0"
